,text,hashtags,sentement
110,"🚀🔥 تسديدة صاروخية خرافية من يوسف البلايلي تسكن شباك المنتخب المغربي

#كأس_العرب #مونديال_العرب #المغرب_الجزائر 
#FIFArabCup #ArabCup2021 https://t.co/6Q52tC8NX4",['كأس_العرب'],positive
111,"#مهرجان_المحامل_التقليدية  بالتزامن مع #مونديال_العرب  #كأس_العرب في #الدوحة
.
.
""يجسد الحياة الخليجية القديمة .. وسبل كسب العيش وأنماط الحياة في الماضي ""

غريب البلوشي يتحدث عن المشاركة العمانية في المهرجان عبر برنامج
#الوصال_من_مونديال_العرب مع @mo7_3lawi من #قطر https://t.co/ZOHq8x7iHP",['كأس_العرب'],neutral
112,"🚀🤩 صاروخية بلايلي من زاوية مختلفة 

صِف الهدف بكلمة ✍🏼

#كأس_العرب | #مونديال_العرب | #المغرب_الجزائر 
#FIFArabCup | #ArabCup2021 https://t.co/ngkw7tpP9b",['كأس_العرب'],neutral
113,"يحدث أحيـآناً أن من يستطيع
إحتضـآن أوجـــآع الآخريـن
لآ يستطيع إحتضــآن أوجـــآعــــہ😔

#مقاطعة_المنتجات_الفرنسية409 
#مقاطعه_المنتجات_الفرنسيه410 
#مقاطعه_المنتجات_الفرنسيه411 
#مقاطعه_المنتجات_الفرنسيه412 
#فلسطين #فلسطين_قضيتي 
#جمهورية_مرفت #كأس_العرب",['كأس_العرب'],negative
114,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
115,من يتوج بـ #كأس_العرب؟,['كأس_العرب'],neutral
116,"#مقاطعة_المنتجات_الفرنسية409 
#مقاطعه_المنتجات_الفرنسيه410 
#مقاطعه_المنتجات_الفرنسيه411 
#مقاطعه_المنتجات_الفرنسيه412 
#فلسطين #فلسطين_قضيتي 
#جمهورية_مرفت #كأس_العرب 
💃😊🤣🤣🤣🤣🤣 
معرفش والله 😳 https://t.co/afJjxP1Dqh",['كأس_العرب'],negative
117,"🚀🔥 تسديدة صاروخية خرافية من يوسف البلايلي تسكن شباك المنتخب المغربي

#كأس_العرب #مونديال_العرب #المغرب_الجزائر 
#FIFArabCup #ArabCup2021 https://t.co/6Q52tC8NX4",['كأس_العرب'],positive
118,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
119,"منتخب الجزائر يتوج ببطولة #كأس_العرب ويرفع لاعبيه علم #فلسطين وعلم الجزائر وبن سلمان وعيال زايد يبلطوا البحر هم واسيادهم في كيان الاحتلال
تحية لشعب الجزائر العظيم https://t.co/eCtCOSw4DJ",['كأس_العرب'],positive
120,"بعد مهزله تحيه العلم الاماراتي 
تتواصل وقاحه الجمهور التونسي بالعبث في كراسي ملعب مباراه #تونس_عمان 
 #كأس_العرب https://t.co/hxyD913Gbf",['كأس_العرب'],negative
121,"منتخب الجزائر يتوج ببطولة #كأس_العرب ويرفع لاعبيه علم #فلسطين وعلم الجزائر وبن سلمان وعيال زايد يبلطوا البحر هم واسيادهم في كيان الاحتلال
تحية لشعب الجزائر العظيم https://t.co/eCtCOSw4DJ",['كأس_العرب'],positive
122,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
123,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
124,"الــــثـــانــــي للفراعنة 🔥

هدف رائع من أحمد رفعت 👏

وتمريرة سحرية من محمد شريف 💪

#كأس_العرب | #FIFArabCup

https://t.co/lZZqj8wzbe",['كأس_العرب'],positive
125,"🚀🤩 صاروخية بلايلي من زاوية مختلفة 

صِف الهدف بكلمة ✍🏼

#كأس_العرب | #مونديال_العرب | #المغرب_الجزائر 
#FIFArabCup | #ArabCup2021 https://t.co/ngkw7tpP9b",['كأس_العرب'],neutral
126,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
127,"#مقاطعة_المنتجات_الفرنسية409 
#مقاطعه_المنتجات_الفرنسيه410 
#مقاطعه_المنتجات_الفرنسيه411 
#مقاطعه_المنتجات_الفرنسيه412 
#فلسطين #فلسطين_قضيتي 
#كأس_العرب 
#جمهورية_مرفت 
 #جمهورية_ميرفت
  حقيقة وواقع 💔😠 https://t.co/KmIfqpiZ29",['كأس_العرب'],neutral
128,"من هو الجمهور الأبرز في بطولة #كاس_العرب_FIFA  حتى الآن ؟

#كأس_العرب 
#كاس_العرب_FIFA 
#ArabCup 
#مجلس_قناة_الكاس",['كأس_العرب'],neutral
129,"#كأس_العرب #فيفا #قطر 2021
انطلاق الإعداد لنصف النهائي و علي معلول ينضم للمجموعة
أكثر تفاصيل : https://t.co/o0TWKWDkSH

#FIFArabCup https://t.co/NWL4VM6S1B",['كأس_العرب'],neutral
130,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
131,بالنسبة لـ #قطر هي أكبر الفائزين في #كأس_العرب بلا منازع حتى ولو لم تحرز الكأس فقد فازت ونجحت في تنظيم المبهر والرائع لهذه الفعالية اما اذا فازت بالكأس والتنظيم معاً فهذا خير وبركة .,['كأس_العرب'],positive
132,"من يحقق لقب #كأس_العرب؟

#كأس_العرب_FIFA قطر 2021
#الجسرة_الإخبارية",['كأس_العرب'],neutral
133,"7️⃣ أهداف لنجوم دورينا في الدور ربع النهائي من #كأس_العرب 🏆

🇶🇦 المعز علي  - هدفين ⚽️⚽️
🇶🇦 عبدالعزيز حاتم  - هدف ⚽️
🇶🇦 بوعلام خوخي  - هدف ⚽️
🇹🇳 يوسف المساكني - هدف ⚽️
🇩🇿 ياسين براهيمي  - هدف ⚽️
🇩🇿 يوسف البلايلي  - هدف ⚽️ https://t.co/mpGm27IXx3",['كأس_العرب'],neutral
134,"من يحقق لقب #كأس_العرب؟

#كأس_العرب_FIFA قطر 2021
#الجسرة_الإخبارية",['كأس_العرب'],neutral
135,"منتخب الجزائر يتوج ببطولة #كأس_العرب ويرفع لاعبيه علم #فلسطين وعلم الجزائر وبن سلمان وعيال زايد يبلطوا البحر هم واسيادهم في كيان الاحتلال
تحية لشعب الجزائر العظيم https://t.co/eCtCOSw4DJ",['كأس_العرب'],positive
136,"كأس العرب 2021: مصر والجزائر إلى نصف النهائي

https://t.co/JpH3ZGNXPL
#كأس_العرب #مباراة https://t.co/Hrnk2hvPKw",['كأس_العرب'],neutral
137,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
138,"مصرع فتى جزائري بعد سقوطه من شاحنة أثناء احتفاله بالفوز على المغرب بـ #كأس_العرب 2021

https://t.co/dJSE74Jl4h

#FIFArabCup https://t.co/QnnkE2OR7P",['كأس_العرب'],neutral
139,"تأهل #منتخب_الجزائر إلى نصف نهائي كأس العرب بعد فوزه على نظيره المغربي في ربع نهائي #كأس_العرب 2021.

نجوم الخضر توشَّحوا العلم الفلسطيني والكوفية الفلسطينية، وفي المدرجات علت أهازيج الجماهير الجزائرية بأنشودة #فلسطين  ليؤكدوا مجدداً أنهم ثابتون مع فلسطين وشعبها.

#الجزائر https://t.co/4VpwpRFob9",['كأس_العرب'],positive
140,"صورة.. مواعيد مباريات نصف نهائي كأس العرب 2021
https://t.co/3MkUUA7i5s
#كأس_العرب",['كأس_العرب'],neutral
141,"مصرع فتى جزائري بعد سقوطه من شاحنة أثناء احتفاله بالفوز على المغرب بـ #كأس_العرب 2021

https://t.co/dJSE74Jl4h

#FIFArabCup https://t.co/QnnkE2OR7P",['كأس_العرب'],neutral
142,"كما عوّدتنا  #الجزائر... دولةٌ وشعبٌ ونخبٌ...
كل فرحٍ مقسوم مع فلسطين وكل انتصارٍ يهتف لفلسطين...
برفع العلم الفلسطيني، احتفل المنتخب الجزائري بالتأهل لنصف نهائي #كأس_العرب... https://t.co/mnoSSIepLy",['كأس_العرب'],positive
143,"بالفيديو: لاعبو المنتخب الجزائري يرفعون أعلام فلسطين بعد تأهلهم لنصف نهائي كأس العرب
https://t.co/SdRnMQ404o

#الجزائر
#المغرب
#كرة_قدم
#رياضة
#المنتخب_الجزائري
#كأس_العرب
#علم_فلسطين",['كأس_العرب'],positive
144,يتضح من بطولة #كأس_العرب تفوّق الكرة العربية الافريقية على الكرة العربية الاسيوية! والسبب احتراف معظم لاعبيهم في اوروبا.,['كأس_العرب'],negative
145,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
146,"والله تحصلون الاجر الكثير و الخير الوفير 
الكثير يقتلهم البرد ما عندهم ما يدفيهم. 
#MLSCup #رسالة_اليوم #كأس_العرب #StrayKids https://t.co/fxwst6sOBb",['كأس_العرب'],positive
147,لاعبو #الجزائر يحتفلون برفع علم فلسطين بعد فوزهم على المغرب وبلوغهم المربع الذهبي في #كأس_العرب بقطر https://t.co/uZieZMLzBI,['كأس_العرب'],positive
148,"مرحبا والله ومسهلا بالعثمانيين واحفاد #ارطغرل 😎

#كأس_العرب #كاس_العالم #قطر2022 https://t.co/7Fr82fOTuI",['كأس_العرب'],positive
149,"منتخب الجزائر يتوج ببطولة #كأس_العرب ويرفع لاعبيه علم #فلسطين وعلم الجزائر وبن سلمان وعيال زايد يبلطوا البحر هم واسيادهم في كيان الاحتلال
تحية لشعب الجزائر العظيم https://t.co/eCtCOSw4DJ",['كأس_العرب'],positive
150,"لمتابعة بطولة #كأس_العرب 
تعال أنت وربعك وشاهدوا المباريات المفضلة لديكم 
واستمتعوا بالأجواء الشتوية الكروية معنا اعتباراً من 30 نوفمبر إلى 18 ديسمبر
📍 #مسقط - حدائق الصحوة
📍 #صحار - مركز صحار الترفيهي 
📍 #صلالة  - جاردنز مول

#الشبيبة| محتوى إعلاني https://t.co/cio24DLRjv",['كأس_العرب'],neutral
151,"🚀🔥 تسديدة صاروخية خرافية من يوسف البلايلي تسكن شباك المنتخب المغربي

#كأس_العرب #مونديال_العرب #المغرب_الجزائر 
#FIFArabCup #ArabCup2021 https://t.co/6Q52tC8NX4",['كأس_العرب'],positive
152,"مرحبا والله ومسهلا بالعثمانيين واحفاد #ارطغرل 😎

#كأس_العرب #كاس_العالم #قطر2022 https://t.co/7Fr82fOTuI",['كأس_العرب'],positive
153,"من تتوقعون أن يحقق بطولة #كأس_العرب؟
#مصر #الجزائر #تونس #مصر",['كأس_العرب'],neutral
154,"بعد فوز فريق #الجزائر على فريق #المغرب في #كأس_العرب رفع الجزائريون علم #فلسطين عاليا وهذا مانتوقع من الشعب الجزائري بلد مليون شهيد 
#عاشت_الجزائر_الأبية
#عاشت_فلسطين_الحرة
#عاشت_الشعوب_العربية_المقاومة https://t.co/D8zw6jp5wb",['كأس_العرب'],positive
155,"مواجهات نصف نهائي كأس العرب FIFA قطر ٢٠٢١™

#كأس_العرب #مونديال_العرب #المغرب_الجزائر 
#FIFArabCup #ArabCup2021 https://t.co/aYjbn0pO5e",['كأس_العرب'],neutral
156,"🚀🤩 صاروخية بلايلي من زاوية مختلفة 

صِف الهدف بكلمة ✍🏼

#كأس_العرب | #مونديال_العرب | #المغرب_الجزائر 
#FIFArabCup | #ArabCup2021 https://t.co/ngkw7tpP9b",['كأس_العرب'],neutral
157,"#الشبيبة
سعادة سعد الرميحي رئيس مجلس إدارة المركز القطري للصحافة لبرنامج #من_الدوحة

🔸المعركة الكبرى كانت قدرة #قطر في تغيير توقيت #كأس_العالم_2022 من الصيف إلى الشتاء

🔸توقعت اعتراض الاتحاد الإنجليزي بسبب تقاليدهم في رأس السنة الميلادية

@saad_alrumaihi
#كأس_العرب https://t.co/eYM4MrmfSj",['كأس_العرب'],neutral
158,"برأيكم لماذا نجحت النسخة الحالية من بطولة #كأس_العرب ولاقت هذه الاصداء الجماهيرية والإعلامية الكبيرة ؟ وكانت هي الأبرز والأجمل من كل النسخ السابقة ؟ 
#مونديال_العرب",['كأس_العرب'],positive
159,"إحصائيات عن منتخب مصر ومنتخب قطر في كأس العرب. 

#كأس_العرب 🏆💪 https://t.co/alrigvgyvB",['كأس_العرب'],neutral
160,مباراة #الجزائر_المغرب ضمن منافسات #كأس_العرب حطمت الرقم القياسي لعدد المشاهدات في البث المباشر بأكثر من مليون ونصف متابع .. وهو عدد لم يصل إليه أي بث مباشر على منصة اليوتيوب منذ انطلاقها في العام 2005,['كأس_العرب'],neutral
161,"مرحبا والله ومسهلا بالعثمانيين واحفاد #ارطغرل 😎

#كأس_العرب #كاس_العالم #قطر2022 https://t.co/7Fr82fOTuI",['كأس_العرب'],positive
162,بعلم #فلسطين.. لاعبو #الجزائر يحتفلون بالتأهل لنصف نهائي #كأس_العرب https://t.co/D6LlBxA1Kb,['كأس_العرب'],positive
163,"#الجزائر_المغرب #كأس_العرب
جنازة فالموغرييب جنازة🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/0agvBQaxfQ",['كأس_العرب'],negative
164,"المثبته iPhone13

رتويت للمثبته 
#كأس_العرب 
#اعلانك_عند_ابوناصر https://t.co/YhQSrVpJul",['كأس_العرب'],neutral
165,"اهنئ الشعب الجزائري الشقيق لتأهل المنتخب الجزائري لنصف النهائي لبطولة #كأس_العرب 2021م.
عزيمة وإرادة قوية ، بالتوفيق للخضر والف مبروك 🇸🇦🇩🇿 https://t.co/oy6aH928of",['كأس_العرب'],positive
166,"🚀🔥 تسديدة صاروخية خرافية من يوسف البلايلي تسكن شباك المنتخب المغربي

#كأس_العرب #مونديال_العرب #المغرب_الجزائر 
#FIFArabCup #ArabCup2021 https://t.co/6Q52tC8NX4",['كأس_العرب'],positive
167,بالنسبة لـ #قطر هي أكبر الفائزين في #كأس_العرب بلا منازع حتى ولو لم تحرز الكأس فقد فازت ونجحت في تنظيم المبهر والرائع لهذه الفعالية اما اذا فازت بالكأس والتنظيم معاً فهذا خير وبركة .,['كأس_العرب'],positive
168,"من هو المنتخب الأبرز في مباريات ربع نهائي #كأس_العرب 

يشرفنا معرفة ارائكم عبر حساب #نبض_الخليج ومتابعة الحساب

واذا هناك منتخب آخر غير الأربعة شاركونا بارائكم 👇 

#الجزائر
#قطر
#مصر 
#تونس
#مساء_الخير 
#مونديال_العرب
#كأس_العرب_2021
 #كاس_العرب_FIFA
#FIFAArabCup
@matches_2day",['كأس_العرب'],neutral
169,"🚀🔥 تسديدة صاروخية خرافية من يوسف البلايلي تسكن شباك المنتخب المغربي

#كأس_العرب #مونديال_العرب #المغرب_الجزائر 
#FIFArabCup #ArabCup2021 https://t.co/6Q52tC8NX4",['كأس_العرب'],positive
170,"صحيح أنا مالي في #الكورة بس المنتخب الجزائري قوي جداً 

هل تعلم أن منتخب الجزائر يقترب من رقم إيطاليا القياسي لأطول سلسلة من عدم الخسارة

#كأس_العرب 

الفوز على الجزائر يعني الفوز بكأس العرب 
نتمنى لمنتخبنا الوطني كل التوفيق 🌸",['كأس_العرب'],positive
171,"حصول قائد منتخبنا عمرو السولية على جائزة رجل المباراة 😍 🇪🇬

#كأس_العرب https://t.co/dHdycTZQwf",['كأس_العرب'],neutral
172,"⭕ تاريخ مواجهات #مصر و #تونس قبل موقعة نصف نهائي #كأس_العرب

https://t.co/9UbV4hlXMZ https://t.co/0UOzUw1nm1",['كأس_العرب'],neutral
173,بالنسبة لـ #قطر هي أكبر الفائزين في #كأس_العرب بلا منازع حتى ولو لم تحرز الكأس فقد فازت ونجحت في تنظيم المبهر والرائع لهذه الفعالية اما اذا فازت بالكأس والتنظيم معاً فهذا خير وبركة .,['كأس_العرب'],positive
174,"🚀🔥 تسديدة صاروخية خرافية من يوسف البلايلي تسكن شباك المنتخب المغربي

#كأس_العرب #مونديال_العرب #المغرب_الجزائر 
#FIFArabCup #ArabCup2021 https://t.co/6Q52tC8NX4",['كأس_العرب'],positive
175,"7️⃣ أهداف لنجوم دورينا في الدور ربع النهائي من #كأس_العرب 🏆

🇶🇦 المعز علي  - هدفين ⚽️⚽️
🇶🇦 عبدالعزيز حاتم  - هدف ⚽️
🇶🇦 بوعلام خوخي  - هدف ⚽️
🇹🇳 يوسف المساكني - هدف ⚽️
🇩🇿 ياسين براهيمي  - هدف ⚽️
🇩🇿 يوسف البلايلي  - هدف ⚽️ https://t.co/mpGm27IXx3",['كأس_العرب'],neutral
176,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
177,"#كأس_العرب 
ساعات و نتعرف على المنتخب الذي سيواجهنا في النصف🙃",['كأس_العرب'],neutral
178,بالنسبة لـ #قطر هي أكبر الفائزين في #كأس_العرب بلا منازع حتى ولو لم تحرز الكأس فقد فازت ونجحت في تنظيم المبهر والرائع لهذه الفعالية اما اذا فازت بالكأس والتنظيم معاً فهذا خير وبركة .,['كأس_العرب'],positive
179,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
180,"هذا الجزائري استحق قبلة على رأسه .
قال : نحن و #المغرب أشقاء ولن يفرقنا السياسيون .
#الجزائر #المغرب #كأس_العرب #قطر https://t.co/PXP7OjEvlE",['كأس_العرب'],positive
181,"🚀🔥 تسديدة صاروخية خرافية من يوسف البلايلي تسكن شباك المنتخب المغربي

#كأس_العرب #مونديال_العرب #المغرب_الجزائر 
#FIFArabCup #ArabCup2021 https://t.co/6Q52tC8NX4",['كأس_العرب'],positive
182,بالنسبة لـ #قطر هي أكبر الفائزين في #كأس_العرب بلا منازع حتى ولو لم تحرز الكأس فقد فازت ونجحت في تنظيم المبهر والرائع لهذه الفعالية اما اذا فازت بالكأس والتنظيم معاً فهذا خير وبركة .,['كأس_العرب'],positive
183,علم فلسطين حاضر في احتفالات الخضر بالتأهل إلى نصف نهائي #كأس_العرب https://t.co/MFREA5nGUT,['كأس_العرب'],positive
184,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
185,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
186,"اهنئ الشعب الجزائري الشقيق لتأهل المنتخب الجزائري لنصف النهائي لبطولة #كأس_العرب 2021م.
عزيمة وإرادة قوية ، بالتوفيق للخضر والف مبروك 🇸🇦🇩🇿 https://t.co/oy6aH928of",['كأس_العرب'],positive
187,فريق الجزائر الوطني الفائز ببطولة #كأس_العرب يرفع علم #فلسطين بجانب علم بلاده، حركة رمزية قد يعتبرها البعض عادية ولكنها ثقيلة على الكيان الصهيوني، فاكثر شئ يقلقه هو تمسك الشعوب الحية بقضية فلسطين، هذا التعاطف يجعل شعلة الأمل لا تنطفي، تحية لفريق الجزائر ولشعبه https://t.co/RfKZrnkZ10,['كأس_العرب'],positive
188,بطولة #كأس_العرب تحظى بتشجيع نسائي كبير 🏟️ جميلات العرب يؤازرن منتخبات بلادهن بكل حماس .. الجزء الثالث 3️⃣ https://t.co/4Vv95J8mMy,['كأس_العرب'],positive
189,بالنسبة لـ #قطر هي أكبر الفائزين في #كأس_العرب بلا منازع حتى ولو لم تحرز الكأس فقد فازت ونجحت في تنظيم المبهر والرائع لهذه الفعالية اما اذا فازت بالكأس والتنظيم معاً فهذا خير وبركة .,['كأس_العرب'],positive
190,"خــــيـــالــي! 🤯🔥

صاروخية لا تصد ولا ترد من يوسف بلايلي تسكن شباك المغرب 💥🚀

#كأس_العرب | #المغرب_الجزائر | #FIFArabCup | @LesVerts | via: @fifaworldcup_ar https://t.co/1Cb1Z5o0SK",['كأس_العرب'],positive
191,"من داخل ستاد الجنوب في قطر 🏟️

احتفالات الجماهير المصرية بعد الفوز على الأردن في ربع نهائي #كأس_العرب 🥁

#متفوتش_لعبة https://t.co/IysbLJVK4e",['كأس_العرب'],neutral
192,بعلم #فلسطين.. لاعبو #الجزائر يحتفلون بالتأهل لنصف نهائي #كأس_العرب https://t.co/D6LlBxA1Kb,['كأس_العرب'],positive
193,"🇩🇿 وعــقـدنا الــعـزم أن تـحـيـا الـجــزائـر 🇩🇿

فــــاشــــهـــدوا..فــــاشــــهـــدوا..فــــاشــــهـــدوا

#كأس_العرب | #الجزائر | #الجزائر_المغرب | #FIFArabCup | @LesVerts https://t.co/Xlmtc9wXZH",['كأس_العرب'],neutral
194,"من داخل ستاد الجنوب في قطر 🏟️

احتفالات الجماهير المصرية بعد الفوز على الأردن في ربع نهائي #كأس_العرب 🥁

#متفوتش_لعبة https://t.co/IysbLJVK4e",['كأس_العرب'],neutral
195,"🚀🤩 صاروخية بلايلي من زاوية مختلفة 

صِف الهدف بكلمة ✍🏼

#كأس_العرب | #مونديال_العرب | #المغرب_الجزائر 
#FIFArabCup | #ArabCup2021 https://t.co/ngkw7tpP9b",['كأس_العرب'],neutral
196,"من لايشكر الناس لايشكر الله..
شكراً فاطمة وخالد والتيم الخاص بهم على دعمنا خلال بطولة #كأس_العرب ولن ننسى ذلك ♥️ ، ولاعزاء لمن كنا نقف معهم وندعمهم وبالنهاية يكذبون علينا .. عيب🤷🏻‍♂️ https://t.co/Gw2OGnE9j0",['كأس_العرب'],negative
197,"🚀🔥 تسديدة صاروخية خرافية من يوسف البلايلي تسكن شباك المنتخب المغربي

#كأس_العرب #مونديال_العرب #المغرب_الجزائر 
#FIFArabCup #ArabCup2021 https://t.co/6Q52tC8NX4",['كأس_العرب'],positive
198,يجب ان تقام كل سنتين او ٣ واقترح ان تنظم بالصيف وبمشاركة الفرق الاولى وان تكون مرة باسيا و مرة بافريقيا كاس العرب تنافس كبير واعتقد لو شارك المنتخب السعودي بالمنتخب الاول كنا بنشوف اداء افضل لمنتخبات اسيا واقترح البطولات القادمة بمشاركة كل العرب  #كأس_العرب,['كأس_العرب'],positive
199,"القطرية تحتفي بالهدف الجزائري ""العابر للقارات"".. فهل يصبح ""دعه يطير"" شعارا لها؟.. #فيديو

#الشرق_الأوسط #أفريقيا #الجزائر #المغرب #قطر #فيفا #كأس_العرب #FIFArabCup #الرياضة #رياضة  #الأخبار | #فضاءالآراء  #WorldOpinions #ميادين_الحرية #Freedom1  #مدوٌنات https://t.co/5d9Dmeq4tm https://t.co/BNLJVIgMdm",['كأس_العرب'],neutral
200,بالنسبة لـ #قطر هي أكبر الفائزين في #كأس_العرب بلا منازع حتى ولو لم تحرز الكأس فقد فازت ونجحت في تنظيم المبهر والرائع لهذه الفعالية اما اذا فازت بالكأس والتنظيم معاً فهذا خير وبركة .,['كأس_العرب'],positive
201,"من لايشكر الناس لايشكر الله..
شكراً فاطمة وخالد والتيم الخاص بهم على دعمنا خلال بطولة #كأس_العرب ولن ننسى ذلك ♥️ ، ولاعزاء لمن كنا نقف معهم وندعمهم وبالنهاية يكذبون علينا .. عيب🤷🏻‍♂️ https://t.co/Gw2OGnE9j0",['كأس_العرب'],negative
202,"#مهرجان_المحامل_التقليدية  بالتزامن مع #مونديال_العرب  #كأس_العرب في #الدوحة
.
.
""يجسد الحياة الخليجية القديمة .. وسبل كسب العيش وأنماط الحياة في الماضي ""

غريب البلوشي يتحدث عن المشاركة العمانية في المهرجان عبر برنامج
#الوصال_من_مونديال_العرب مع @mo7_3lawi من #قطر https://t.co/ZOHq8x7iHP",['كأس_العرب'],neutral
203,"قال رسول الله ﷺ:

خيرُ الأصْحابِ عند الله خيرُهُم لِصاحِبهِ، وخيرُ الجِيرانِ عند الله خيرُهُم لِجاره.
📚صحيح الترغيب (3015)
#الجزائر 
#كأس_العرب 
#العرب",['كأس_العرب'],neutral
204,"#الجزائر_المغرب #كأس_العرب
جنازة فالموغرييب جنازة🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/0agvBQaxfQ",['كأس_العرب'],negative
205,"هذا الجزائري استحق قبلة على رأسه .
قال : نحن و #المغرب أشقاء ولن يفرقنا السياسيون .
#الجزائر #المغرب #كأس_العرب #قطر https://t.co/PXP7OjEvlE",['كأس_العرب'],positive
